OID_,bld_name_e,bld_name_c,bld_address,bld_ac_type,bld_year,bld_passenger,bld_service,bld_starting_oper,bld_opr_hrs,bld_start_opr_weekend,bld_opr_hrs_weekend,x,y,ELABEL,retail,parking,office,hotel,food,ghi,wind10m,td_cdd,LULCM,ndvi,ndbi,BH,podium,area,highrise,area_1,Dist_mtr,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
72,Hang Lung Centre,恆隆中心,"2-20 Paterson Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1975,8,1,8,11,8,6,837190,815701,CAUSEWAY BAY STATION,12042.93848,278.67099,2373.257813,209.6711578,1218.126221,1402.560059,3.3629959,2.721971327,41,0.0208817,0.0954257,18.961792,1,6168,1,1837,281.4238058,,,,NO,NO,NO,NO,NO,,,,,,,,,,
73,Cameron Commercial Centre,金聯商業中心,"458-468 Hennessy Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1976,2,1,8,11,8,5.5,836810.1362,815629.9753,CAUSEWAY BAY STATION,2047.104126,0,355.8753967,73.8593979,4826.71875,1406.942993,3.204277,2.686155914,11,-0.0424597,0.1053352,80.961235,1,1421,1,409,115.4454309,,,,NO,NO,NO,NO,NO,,,,,,,,,,
74,World Trade Centre,世界貿易中心,"280 Gloucester Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1976,12,1,8,11,8,5,837002.6,815886.4,CAUSEWAY BAY STATION,8952.738281,157.5834961,2589.721191,247.8388977,4718.253906,1404.020996,2.6608007,2.721971327,11,0.0378736,-0.0144652,24.9841824,1,3053,1,3291,217.7176845,590.5,164.03,2.214923285,NO,YES,NO,NO,NO,2015,4/9/2018,retro_after,38,0,1,yes,,,
75,One Hysan Avenue,希慎道一號,"1 Hysan Avenue, Causeway Bay, Hong Kong",Central Air-Conditioning System,1976,6,1,8,11,8,5.5,836593.9627,815231.3682,CAUSEWAY BAY STATION,245.921814,0,1413.934204,83.8419571,264.9042358,1407.307983,2.5736854,2.650340502,11,0.0312546,0.0058546,74.0193024,1,308,1,205,556.2332623,,,,NO,NO,NO,NO,NO,,,,,,,,,,
76,Eton Tower,裕景商業中心,"8 Hysan Ave, Causeway Bay, Hong Kong",Central Air-Conditioning System,1977,3,0,8,10,8,6,837077,815460,CAUSEWAY BAY STATION,2058.869873,120.0549164,1623.871216,92.1803665,1704.372437,1402.925049,3.2353866,2.686155914,11,0.0204449,0.0425801,74.0556717,1,2619,1,479,284.8857316,,,,NO,NO,NO,NO,NO,,,,,,,,,,
77,Leighton Centre,禮頓中心,"77 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1977,8,1,8,11,8,5.5,836903,815415,CAUSEWAY BAY STATION,0,0,0,0,0,1402.925049,2.6904621,2.686155914,11,0.0353168,0.0253557,82.8104019,1,3423,1,1557,274.9885486,261,72.5,1.860338007,NO,YES,NO,YES,YES,2018,7/8/2020,retro_after,25,0,539,yes,,,
78,Honest Building,合誠汽車大廈,"9-11 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1978,2,0,9,9,9,4,836739,815336,CAUSEWAY BAY STATION,817.7914429,0,117.3420029,0,878.861084,1407.307983,2.5736854,2.650340502,11,0.0650934,0.0425183,12.4007702,0,,1,274,392.5489927,,,,NO,NO,NO,NO,NO,,,,,,,,,,
79,Windsor House - Chubb Tower,皇室大廈 - 安達大樓,"311 Gloucester Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1979,12,1,8,11,8,6,837267,815723,CAUSEWAY BAY STATION,15636.05078,207.2465363,5076.437988,84.1485977,3325.657959,1402.560059,3.3629959,2.721971327,11,0.0302373,-0.00254,142.2510376,1,6168,1,2261,359.729422,558.31,155.09,2.190583796,NO,YES,NO,NO,YES,2018,7/16/2020,retro_after,37,0,430,yes,,,
80,Man Man Mansion,人人商業大廈,"43A-45 Jardine's Bazaar, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1980,1,0,,,,,837122.7137,815632.2575,CAUSEWAY BAY STATION,2047.960205,0,1131.938721,0,3069.970215,1404.385986,3.3629959,2.686155914,41,0.0441011,0.074337,4.1410446,0,,0,,221.5568193,,,,NO,NO,NO,NO,NO,,,,,,,,,,
81,Pennington Commercial Building,邊寧頓商業大廈,"17 Pennington Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1980,1,0,,,,,837207,815520,CAUSEWAY BAY STATION,2623.043701,87.6532745,556.6505737,0,1914.690186,1404.385986,3.3629959,2.686155914,11,0.016744,0.0325345,19.9090633,1,4530,0,,343.2231258,,,,NO,NO,NO,NO,NO,,,,,,,,,,
82,Chang Pao Ching Building,張寶慶大廈,"427-429 Hennessy Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1980,2,0,,,,,836682,815573,CAUSEWAY BAY STATION,1431.968262,0,93.4199448,0,1691.624023,1406.942993,2.6142955,2.686155914,1,0.0188749,0.0278587,57.7811775,1,456,1,533,255.1619173,,,,NO,NO,NO,NO,NO,,,,,,,,,,
83,Vulcan House,均峰商業大廈,"21-23 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1980,2,,8,11,8,6,836772.9627,815368.8653,CAUSEWAY BAY STATION,2137.202881,0,214.0552979,0,1715.892944,1407.307983,2.6904621,2.650340502,11,0.0623779,0.0856822,82.1781693,1,2277,1,193,348.6131172,429.34,119.26,2.076494805,NO,YES,NO,NO,NO,2018,4/22/2020,retro_after,23,0,85,yes,yes,,
84,First Commercial Building,第一商業大廈,"33 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1980,2,0,7,12,7,6,836785.9,815368.1,CAUSEWAY BAY STATION,1930.460083,0,230.333847,0,1546.349243,1407.307983,2.6904621,2.650340502,11,0.0235406,0.0891242,94.4637604,1,2277,0,,344.4936858,,,,NO,NO,NO,NO,NO,,,,,,,,,,
85,Capitol Centre,京華中心,"5-19 Jardine's Bazaar, Causeway Bay, Hong Kong",Central Air-Conditioning System,1980,3,1,8.5,10,8.5,10,837047,815637,CAUSEWAY BAY STATION,1811.089966,0,558.079834,0,646.5449219,1402.925049,3.3629959,2.686155914,41,-0.0050468,0.0879048,20.6659164,1,1592,1,822,147.9938886,,,,NO,NO,NO,NO,NO,,,,,,,,,,
86,Perfect Commercial Building,必發商業大廈,"28 Sharp Street West, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1981,,,,,,,836679.5,815409.5,CAUSEWAY BAY STATION,1004.73346,79.1584702,0,129.660675,1080.485474,1406.942993,2.5736854,2.650340502,11,0.0147536,0.0768027,51.8878174,1,616,1,90,362.2366175,,,,NO,NO,NO,NO,NO,,,,,,,,,,
87,Lin Fook House,蓮福商業大廈,"3 Jardine's Crescent, Causeway Bay, Hong Kong",Central Air-Conditioning System,1981,1,0,8.5,11,8.5,11,837029,815656,CAUSEWAY BAY STATION,5936.915039,0.2681087,790.3253174,0,4798.573731,1402.925049,3.3629959,2.686155914,11,0.0850202,0.0042869,52.5123444,1,4228,1,90,124.9020963,,,,NO,NO,NO,NO,NO,,,,,,,,,,
88,Excellence Commercial Building,拔萃商業大廈,"456-458 Jaffe Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1981,,,,,,,836768,815748,CAUSEWAY BAY STATION,1126.811035,68.7204895,433.0682678,51.1339684,3517.442383,1400.003052,3.204277,2.686155914,11,0.0446972,0.0634632,18.4662266,1,576,1,155,152.3003409,,,,NO,NO,NO,NO,NO,,,,,,,,,,
89,Capital Commercial Building,凱基商業大廈,"26 Leighton Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1982,2,0,,,,,836804,815367,CAUSEWAY BAY STATION,0,0,0,0,0,1407.307983,2.6904621,2.650340502,11,0.0235406,0.0891242,104.126236,1,2277,1,346,339.505484,,,,NO,NO,NO,NO,NO,,,,,,,,,,
90,Citicorp Centre,萬國寶通中心,"18 Whitfield Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1983,10,1,8.5,10,8.5,5.5,837734.9841,816405.5225,FORTRESS HILL STATION,486.6820374,210.5740051,0,0,944.56073,1394.524048,3.8718221,2.61452509,41,-0.0063814,0.2097841,4.0263414,0,,0,,311.1989486,,,,NO,NO,NO,NO,NO,,,,,,,,,,
91,Causeway Bay Centre,銅鑼灣中心,"15 Sugar Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1983,1,1,8.5,10,8.5,10,837286.898,815682.143,CAUSEWAY BAY STATION,9960.5,14.0593729,3663.21167,194.1976318,2326.51709,1402.560059,1.5035841,2.721971327,11,0.031152,-0.001491,16.8585911,1,1232,1,461,378.1840262,642.78,178.55,2.251759855,NO,NO,YES,YES,NO,2015,1/3/2018,retro_after,23,0,107,yes,yes,,
92,Park view Commercial Building,百威商業大廈,"9 Shelter Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1983,,,,,,,837472,815598,TIN HAU STATION,605.5630493,0,913.0632324,0,922.696167,1400.734009,1.5035841,2.721971327,11,0.0504852,0.0604948,19.6780453,0,,1,205,517.178389,,,,NO,NO,NO,NO,NO,,,,,,,,,,
93,Mcdonald's Building,麥當勞大廈,"48 Yee Wo Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1984,4,0,8,11,8,11,837193,815637,CAUSEWAY BAY STATION,2568.435303,0,1621.376465,0,3651.453613,1404.385986,3.3629959,2.686155914,11,0.0216527,0.0910163,16.9183731,1,1438,1,438,289.0922238,,,,NO,NO,NO,NO,NO,,,,,,,,,,
94,HK Chinese Bank CWB Centre,華人銀行東區大廈,"42-44 Yee Wo Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1984,2,0,,,,,837176,815642,CAUSEWAY BAY STATION,2568.435303,0,1621.376465,0,3651.453613,1404.385986,3.3629959,2.686155914,11,0.0216527,0.0910163,74.8168488,1,1438,1,179,271.4701425,,,,NO,NO,NO,NO,NO,,,,,,,,,,
95,Kin Tak Fung Commercial Building,建德豐商業大廈,"467-473 Hennessy Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1984,2,0,,,,,836822,815683.3,CAUSEWAY BAY STATION,2213.965088,0,524.5977173,78.3526154,1557.123901,1400.003052,3.204277,2.686155914,11,0.0166497,0.0868497,19.8132248,1,1609,1,311,87.04676646,,,,NO,NO,NO,NO,NO,,,,,,,,,,
96,Professional Building,建康大廈,"19-23 Tung Lo Wan Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1984,2,,,,,,837461,815537,TIN HAU STATION,752.2454224,35.7357597,122.0422211,188.8677826,1385.726807,1400.734009,1.5035841,2.721971327,41,0.0667061,-0.0081074,72.0055542,0,,0,,568.8923922,,,,NO,NO,NO,NO,NO,,,,,,,,,,
97,Capital Building,京城大廈,"6-10 Sun Wui Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1985,,,8.5,10,8.5,6,837082.2,815431.8,CAUSEWAY BAY STATION,2156.625244,133.7450409,1464.75,83.4653244,2338.115479,1402.925049,3.2353866,2.686155914,11,0.0349432,0.0523741,73.4028854,1,2619,1,178,310.9652913,57.86,16.07,1.206015877,NO,NO,YES,YES,NO,2015,4/19/2018,retro_after,19,0,148,yes,yes,,
98,Island Centre(Island Beverley),金百利中心,"1 Great George Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1985,,,8,10,8,5,837098.4,815741.8,CAUSEWAY BAY STATION,5496.845215,0,1088.236572,123.4235992,2924.162842,1404.020996,3.3629959,2.686155914,11,0.0267501,0.0617605,87.616806,1,4616,0,,196.5735322,,,,NO,NO,NO,NO,NO,,,,,,,,,,
99,Yeung Iu Chi Commercial Building,楊耀熾商業大廈,"460-462 Jaffe Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1985,,,,,,,836778.8,815751.3,CAUSEWAY BAY STATION,1190.725098,74.4788895,427.4532166,36.0830803,3968.919678,1400.003052,3.204277,2.686155914,11,0.0446972,0.0634632,18.8028851,1,576,1,149,143.753434,,,,NO,NO,NO,NO,NO,,,,,,,,,,
100,East Point Centre,東角中心,"555 Hennessy Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1985,6,1,8.5,9.5,8.5,5,837050,815716,CAUSEWAY BAY STATION,21984.0625,32.0171432,675.0194092,5.911624,2909.068848,1404.020996,3.3629959,2.686155914,11,0.0334531,0.001356,87.1054153,1,7081,0,,143.5927625,1181.62,328.23,2.516178273,NO,YES,NO,NO,NO,2018,9/10/2019,retro_after,7,0,0,yes,,,
101,Vincent House,永勝大廈,"513-515 Lockhart Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1985,,,0,24,0,24,836945.9,815769.1,CAUSEWAY BAY STATION,2736.981201,0,1892.525024,4.621501,6806.766113,1404.020996,2.6608007,2.686155914,11,0.0091015,0.0408163,68.2917252,1,1352,1,149,87.43644876,,,,NO,NO,NO,NO,NO,,,,,,,,,,
102,Goldmark,黃金廣場,"502 Hennessy Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1987,3,1,8.5,12,8.5,12,837027,815678,CAUSEWAY BAY STATION,4886.22168,0.0104655,744.0474243,0,4379.325684,1402.925049,3.3629959,2.686155914,11,-0.0172078,0.1869275,46.9054298,1,4228,0,,118.8061448,,,,NO,NO,NO,NO,NO,,,,,,,,,,
103,Lee Garden Six,利園六期,"111 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1988,3,0,8,11,8,5.5,837253.1,815444.4,CAUSEWAY BAY STATION,1186.565186,0,0,0,1461.922363,1404.385986,3.2353866,2.686155914,1,0.0174897,0.1570424,46.2492676,1,3720,1,781,422.8833244,,,,NO,NO,NO,NO,NO,,,,,,,,,,
104,Ka Nin Wah Commercial Building,嘉年華商業大廈,"423 Hennessy Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1988,2,0,,,,,836684.1345,815620.4207,CAUSEWAY BAY STATION,879.0805054,81.719696,582.9969482,0,471.4672241,1406.942993,2.6142955,2.686155914,11,0.0268558,0.0141085,72.9306488,1,1860,1,163,235.1661777,,,,NO,NO,NO,NO,NO,,,,,,,,,,
105,East Exchange Tower,東區機樓大廈,"38 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1989,4,1,8,11,8,6,836977,815424,CAUSEWAY BAY STATION,115.5528488,202.4242706,28.0005016,0,43.6788712,1402.925049,2.6904621,2.686155914,11,0.0390199,-0.021842,118.5380936,1,2773,1,712,274.5350252,,,,NO,NO,NO,NO,NO,,,,,,,,,,
106,Causeway Bay Plaza 1,銅鑼灣廣場一期,"489 Hennessy Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1989,3,1,9,9,9,4,836875.2271,815719.55,CAUSEWAY BAY STATION,4381.088379,0,1928.401245,0,3457.041992,1404.020996,3.204277,2.686155914,11,0.0257847,0.0665646,105.1925583,1,7081,0,,44.76869437,760.52,211.26,2.324817275,NO,YES,NO,NO,NO,2018,3/11/2021,retro_after,25,0,300,yes,,,
107,Lee Garden Five,利園五期,"18 Hysan Avenue, Causeway Bay, Hong Kong",Central Air-Conditioning System,1989,5,1,8,11,8,5.5,837161,815489,CAUSEWAY BAY STATION,786.1586914,64.1518784,130.2935028,0,575.2878418,1404.385986,3.2353866,2.686155914,11,0.0539434,-0.0014802,92.8137589,1,605,1,538,322.4587978,,,,NO,NO,NO,NO,NO,,,,,,,,,,
108,Way On Commercial Building,維安商業大廈,"500-504 Jaffe Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1991,2,0,,,,,836903,815814,CAUSEWAY BAY STATION,3628.386475,63.0009956,961.0604248,26.6826496,2062.84668,1404.020996,2.6608007,2.721971327,1,-0.0062342,0.0327448,14.9872208,1,1695,0,,124.2077166,,,,NO,NO,NO,NO,NO,,,,,,,,,,
109,Jing Long Commercial Building,景隆商業大廈,"52 Tang Lung Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1991,1,0,,,,,836849,815621,CAUSEWAY BAY STATION,1666.179932,0,627.7657471,0,1101.341187,1402.925049,3.204277,2.686155914,11,0.0405834,0.0126354,67.8659439,1,645,1,122,91.2487515,,,,NO,NO,NO,NO,NO,,,,,,,,,,
110,Prosperous Commercial Building,富盛商業大廈,"54-58 Jardine's Bazaar, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1991,2,0,,,,,837191.1,815607,CAUSEWAY BAY STATION,2341.023926,0,1586.869263,0,3624.270996,1404.385986,3.3629959,2.686155914,11,0.0198928,0.0420796,93.7071991,1,519,1,316,294.233906,,,,NO,NO,NO,NO,NO,,,,,,,,,,
111,Radio City,電業城,"505 Hennessy Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1991,3,0,8,10,8,5,836934.3,815741.1,CAUSEWAY BAY STATION,6859.641113,26.129425,2154.39502,0,4459.492188,1404.020996,3.204277,2.686155914,41,-0.0127806,-0.009894,23.8162079,1,7081,1,65,57.17670584,,,,NO,NO,NO,NO,NO,,,,,,,,,,
112,Chinaweal Centre,中望商業中心,"414-424 Jaffe Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1991,2,1,8.5,11,8.5,5,836653,815700,CAUSEWAY BAY STATION,320.3796082,9.8712845,188.3544922,51.2206802,1058.405762,1400.003052,2.6142955,2.686155914,11,0.0217707,0.0143124,88.5370407,1,1358,1,456,255.9923375,,,,NO,NO,NO,NO,NO,,,,,,,,,,
113,China Taiping Tower Phase I,中國太平大廈一期,"8 Sunning Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1992,5,1,8,11,8,6,837185,815457,CAUSEWAY BAY STATION,961.5732422,94.2398071,158.7591705,0,645.8419189,1404.385986,3.2353866,2.686155914,11,0.0546101,0.0847906,116.3047333,1,1147,1,746,361.3100046,,,,NO,NO,NO,NO,NO,,,,,,,,,,
114,Kyoto Plaza,京都廣場,"491-499 Lockhart Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1992,2,1,9,9,9,4,836899,815771,CAUSEWAY BAY STATION,2424.757813,0,2001.398193,34.1289749,7632.845215,1404.020996,2.6608007,2.686155914,11,0.0456338,0.1035673,83.5186462,1,1352,1,398,81.66195351,,,,NO,NO,NO,NO,NO,,,,,,,,,,
115,Park Avenue Tower,百富中心,"5 Moreton Terrace, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1992,,,,,,,837539,815574,TIN HAU STATION,643.6016235,1.597149,117.6648712,69.4092178,690.1148071,1400.734009,1.1574476,2.721971327,11,0.0343032,-0.0124114,89.3826141,1,941,1,201,490.3864314,,,,NO,NO,NO,NO,NO,,,,,,,,,,
116,Workingfield Commercial Building,華斐商業大廈,"408-412 Jaffe Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1992,,,,,,,836624.9,815718.7,CAUSEWAY BAY STATION,335.4614868,194.9601593,273.7814636,44.6876068,1586.792358,1400.003052,2.6142955,2.686155914,11,0.0267742,0.0336078,67.2206802,1,1289,1,198,285.3484129,,,,NO,NO,NO,NO,NO,,,,,,,,,,
117,Lippo Leighton Tower,力寶禮頓大廈,"103 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1992,2,1,8,11,8,5,837163,815398,CAUSEWAY BAY STATION,390.2511292,168.0925446,231.1973572,91.5759277,400.7658997,1408.03894,3.2353866,2.686155914,41,0.0929013,0.0652315,100.1789474,1,274,1,341,387.0946975,372.62,103.51,2.014982309,NO,YES,NO,NO,NO,2012,6/15/2016,retro_after,23,0,30,yes,,,
118,Causeway Bay Plaza 2,銅鑼灣廣場二期,"463-483 Lockhart Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1992,3,1,9,9,9,4,836791,815735,CAUSEWAY BAY STATION,1310.743897,93.4621735,464.4888,61.9358253,4331.71582,1400.003052,3.204277,2.686155914,11,0.0184874,0.0976979,97.5842819,1,1027,1,685,126.1228776,886,246.11,2.39112926,NO,YES,NO,NO,YES,2012,8/6/2015,retro_after,24,0,42,yes,,,
119,Sino Plaza,信和廣場,"256-257 Gloucester Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1992,6,1,8,10,8,6,836841,815840,CAUSEWAY BAY STATION,1109.097046,204.2051544,3684.252441,0,2312.149902,1400.003052,2.6608007,2.721971327,11,-0.0089811,-0.0085093,147.6513367,1,3406,1,1959,164.6748167,215.34,59.82,1.776846409,NO,YES,NO,NO,YES,2018,9/13/2021,retro_after,33,0,165,yes,,,
120,Lee Garden Two,利園二期,"28 Yun Ping Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1992,12,1,8,11,8,5.5,837164.9675,815528.8974,CAUSEWAY BAY STATION,3683.85083,54.6076088,644.4921875,0,1732.805542,1404.385986,3.3629959,2.686155914,11,0.008705,-0.0028551,127.1663361,1,4530,1,1933,302.5814006,,,,NO,NO,NO,NO,NO,,,,,,,,,,
121,68 Yee Wo Street,怡和街68號,"68 Yee Wo Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1993,7,1,8,10,8.5,4.5,837258,815589,CAUSEWAY BAY STATION,250.111145,172.8645935,1529.849487,138.7906952,484.2786865,1404.385986,3.3629959,2.721971327,11,0.0602479,0.0859904,90.1100769,1,2602,1,909,363.4984468,,,,NO,NO,NO,NO,NO,,,,,,,,,,
122,"East Point Centre, New Wing",東角中心新翼,"555 Hennessy Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1993,4,1,8.5,9.5,8.5,5,837050,815716,CAUSEWAY BAY STATION,21984.0625,32.0171432,675.0194092,5.911624,2909.068848,1404.020996,3.3629959,2.686155914,11,0.0334531,0.001356,87.1054153,1,7081,0,,143.5927625,,,,NO,NO,NO,NO,NO,,,,,,,,,,
123,United Success Commercial Centre,聯成商業中心,"506-508 Jaffe Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1993,2,1,,,,,836924,815816,CAUSEWAY BAY STATION,3590.556397,11.8236094,132.8191986,41.0270004,1559.976196,1404.020996,2.6608007,2.721971327,1,0.0083334,0.1132578,60.5137215,1,1695,1,673,126.9861987,,,,NO,NO,NO,NO,NO,,,,,,,,,,
124,Times Square - Tower Two,時代廣場 - 蜆殼大廈,"1 Matheson Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1993,15,1,8,11,8,6,836803.274,815481.515,CAUSEWAY BAY STATION,17201.57422,183.4028473,792.8953247,0,6054.962891,1406.942993,2.6904621,2.650340502,11,-0.0224778,-0.0340061,180.8675079,1,6659,1,1848,233.6027861,552,153.33,2.185627136,NO,YES,NO,YES,YES,2018,10/5/2021,retro_after,46,0,0,yes,,,yes
125,San Kei Tower,新基商業中心,"56-58 Yee Wo Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1993,2,0,,,,,837212,815628,CAUSEWAY BAY STATION,2142.52002,0,1511.925293,0,2851.571045,1404.385986,3.3629959,2.686155914,11,0.0370051,0.0147179,18.9402199,1,1438,1,182,309.4653988,,,,NO,NO,NO,NO,NO,,,,,,,,,,
126,Chung Wai Commercial Building,中威商業大廈,"447-449 Lockhart Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1993,2,0,,,,,836744,815672,CAUSEWAY BAY STATION,574.2115479,0,440.243988,1.9420383,942.8792725,1406.942993,2.6142955,2.686155914,1,-0.0094526,0.0327264,51.5398521,1,1620,1,345,165.7663737,,,,NO,NO,NO,NO,NO,,,,,,,,,,
127,Times Square - Tower One,時代廣場1座,"1 Matheson Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1993,15,1,8.5,10.5,8.5,5.5,836803.274,815481.515,CAUSEWAY BAY STATION,17201.57422,183.4028473,792.8953247,0,6054.962891,1406.942993,2.6904621,2.650340502,11,-0.0224778,-0.0340061,180.8675079,1,6659,1,1848,233.6027861,552,153.33,2.185627136,NO,YES,NO,YES,YES,2018,10/5/2021,retro_after,46,0,0,yes,,,yes
128,Coasia Building,合亞大廈,"498 Lockhart Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1993,2,0,,,,,836899,815771,CAUSEWAY BAY STATION,2424.757813,0,2001.398193,34.1289749,7632.845215,1404.020996,2.6608007,2.686155914,11,0.0456338,0.1035673,83.5186462,1,1352,1,398,81.66195351,,,,NO,NO,NO,NO,NO,,,,,,,,,,
129,Art Piece,勿地臣街3號,"3 Matheson Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1993,2,0,,,,,836812.6,815474.6,CAUSEWAY BAY STATION,17201.57422,183.4028473,792.8953247,0,6054.962891,1406.942993,2.6904621,2.650340502,11,-0.0224778,-0.0340061,181.6965332,1,6659,1,1848,235.8373107,,,,NO,NO,NO,NO,NO,,,,,,,,,,
130,Zoroastrian Building,善樂施大廈,"101 Leighton Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1993,2,0,9,9,8,5,837124,815381,CAUSEWAY BAY STATION,272.052948,131.9549255,165.133728,81.7007446,345.0605774,1408.03894,3.2353866,2.686155914,11,0.0252354,0.0321204,81.6656799,1,2619,1,150,376.4967193,,,,NO,NO,NO,NO,NO,,,,,,,,,,
131,Workingview Commercial Building,華耀商業大廈,"21 Yiu Wa Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1994,,,0,24,0,24,836793,815415,CAUSEWAY BAY STATION,1924.657593,0,1600.405884,231.6392517,3349.968506,1406.942993,2.6904621,2.650340502,11,0.0350691,-0.0144072,75.1782455,1,451,1,151,298.3176224,,,,NO,NO,NO,NO,NO,,,,,,,,,,
132,Catic Plaza,航空大廈,"8 Causeway Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1994,2,1,,,,,837589.8,815670,TIN HAU STATION,95.1990509,0,0,0,105.1925507,1400.734009,1.1574476,2.721971327,31,0.0630312,0.1088611,61.4247055,1,4998,1,3385,383.9439302,,,,NO,NO,NO,NO,NO,,,,,,,,,,
