full_addr_,full_addr1,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
"Chau Hop Shing Building, 2-8 Chung On St, Tsuen Wan, New Territories","周合成大廈, 新界荃灣眾安街2-8號",54.02,15.01,1.176380692,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,76,,yes,,
"Chau's Commercial Centre, 57-63 Chung On St, Tsuen Wan, New Territories","周氏商業中心, 新界荃灣眾安街57-63號",148.3,41.19,1.614791792,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,19,yes,,,
"Chelsea Court, 100 Yueng Uk Road, Tsuen Wan, New Territories","爵悅庭, 新界荃灣楊屋道100號",6.05,1.68,0.225309282,NO,NO,NO,NO,NO,NONE,NONE,NONE,45,0,379,yes,yes,,
"Cheong Lee Building, 443-445 Castle Peak Rd, Cheung Sha Wan, Kowloon","祥利大廈, 九龍長沙灣青山道443-445號",57.15,15.88,1.200850498,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,65,,yes,,
"Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon","長沙灣廣場, 九龍長沙灣長沙灣道833號",372.3,103.42,2.014604533,NO,YES,NO,NO,NO,2012,5/12/2014,retro_after,3,0,28,yes,,,
"China United Plaza, 1008 TAI NAN WEST STREET","華匯廣場, 大南西街1008號",339.1,94.19,1.974004797,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,162,yes,,,
"Chinachem 333 Plaza, 333 Castle Peak Road, Cheung Sha Wan, Kowloon","華懋333廣場, 九龍長沙灣青山道333號",147.63,41.01,1.612889769,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,1,38,yes,,,
"Chinachem Tsuen Wan Plaza, 455-457 CASTLE PEAK ROAD - TSUEN WAN","華懋荃灣廣場, 青山公路　－　荃灣段455-457號",272.37,75.66,1.878866337,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,43,yes,,,
"Ching Lai Shopping Centre, 264 Lai King Hill Road, Sham Shui Po, Kowloon","清麗商場, 九龍深水埗荔景山道264號",103.59,28.78,1.45909079,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,6,yes,yes,,
"Ching Wah Court Retail and Carpark, 22 Tsing  Chin Street, Tsing Yi, New Territories","青華苑商舖及停車場, 新界青衣青芊街22號",55.85,15.51,1.190611798,NO,NO,YES,YES,NO,2018,5/8/2020,retro_after,2,0,2,yes,yes,,
"CITIC Telecom Tower, 93 Kwai Fuk Road, Kwai Chung, New Territories","中信電訊大廈, 新界葵涌葵福路93號",570,158.33,2.199563212,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,92,yes,,,
"Concord Square, 1 Tai Uk Street, Tsuen Wan, New Territories","協和廣場, 新界荃灣大屋街1號",659.28,183.13,2.262759495,NO,YES,NO,NO,NO,2015,4/13/2018,retro_after,4,2,270,yes,,,yes
"Dragon Centre, 37K Yen Chow Street","西九龍中心, 欽州街37K號",427.56,118.77,2.074706756,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,0,180,yes,,,
"Ever Gain Plaza, 88 Container Port Road, Kwai Chung, New Territories","永得利廣場, 新界葵涌貨櫃碼頭路88號",275.58,76.55,1.883945195,NO,NO,NO,NO,NO,2012 (rev.1),8/25/2016,retro_after,28,1,88,yes,yes,,yes
"Far East Bank Building, 135-143 Castle Peak Road - Tsuen Wan, Tsuen Wan, New Territories","遠東銀行大廈 , 新界荃灣青山公路 - 荃灣段135-143號",513.64,142.68,2.154363101,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,1,91,yes,,,
"Federal Mansion A Blk, 467 Castle Peak Rd, Sham Shui Po, Kowloon","聯邦閣 A座, 九龍深水埗青山道467號",387.35,107.6,2.031812271,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,0,32,yes,yes,,
"Fou Wah Centre, 210 Castle Peak Rd - Tsuen Wan, Tsuen Wan, New Territories","富華中心, 新界荃灣青山公路- 荃灣段210號",777.8,216.06,2.334574372,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,152,yes,yes,,
"Fu Chau Building, 485-491 Un Chau St, Sham Shui Po, Kowloon","富洲大廈, 九龍深水埗元州街485-491號",31.77,8.83,0.945960704,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,57,,yes,,
"Fullytech Centre, 18 Tak Hoi Street, Tsuen Wan, New Territories","富利達中心, 新界荃灣德海街18號",529.9,147.19,2.167878305,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,40,yes,,,
"Fung Cheng Building, 340 Un Chau St, Sham Shui Po, Kowloon","豐祥大廈, 九龍深水埗元州街340號",236.65,65.74,1.8178297,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,0,78,yes,yes,,
"Grand City Plaza, 1-17 SAI LAU KOK ROAD, Tsuen Wan, New Territories","新領域廣場, 新界荃灣西樓角路1-17號",500.21,138.95,2.142858551,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,168,yes,,,
"Hang Pont Commercial Building, 31 Tonkin St, Sham Shui Po, Kowloon","恆邦商業大廈, 九龍深水埗東京街31號",110.29,30.64,1.486288761,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,78,yes,yes,,
"Hang Seng Tsuen Wan Building, 289 Sha Tsui Road, Tsuen Wan, New Territories","恆生荃灣大廈, 新界荃灣沙咀道289號",721.95,200.54,2.302201011,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,1,24,yes,,,
"Hing Lung Building, 202-210 Castle Peak Road, Shek Kip Mei, Kowloon","興隆大廈, 九龍石硤尾青山道202-210號",940.95,261.38,2.417272354,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,117,yes,yes,,
"Ho Chuck Centre, 2-10 Kwai Yi Road, Kwai Fong, New Territories","好爵中心, 新界葵芳葵益路2-10號",1559.17,433.1,2.636588184,NO,NO,NO,NO,NO,2012,8/1/2013,retro_before,32,0,256,yes,,,
"Jade Plaza, 298 Sha Tsui Road, Tsuen Wan, New Territories","翡翠廣場, 新界荃灣沙咀道298號",64.33,17.87,1.252124553,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,88,yes,yes,,
"Kim Sing Commercial Building, 124-126 Castle Peak Rd, Sham Shui Po, Kowloon","金星商業大廈, 九龍深水埗青山道124-126號",108.56,30.16,1.479431337,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,23,,,,
"Kwai Chung Centre, 100-102 Kwai Hing Rd, Kwai Chung, New Territories","葵涌中心, 新界葵涌葵興路100-102號",166.97,46.38,1.666330744,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,253,yes,yes,,
"Kwai Chung Fa Yuen, 50-56 Wo Yi Hop Rd, Kwai Chung","葵涌花園, 葵涌和宜合道50-56號",795.9,221.08,2.344549456,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,88,yes,yes,,
"KWAI CHUNG PLAZA TRENDY PLACE, KWAI FOO RD","葵涌廣場, 葵富路",937.24,260.34,2.415540901,NO,NO,NO,NO,NO,NONE,NONE,NONE,31,0,1740,yes,yes,,
"Kwai Fong Commercial Centre, 7 Shing Fong, Kwai Fong, New Territories","葵芳商業中心, 新界葵芳盛芳街7號",125.77,34.94,1.543322901,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,96,yes,yes,,
"Kwai Hing Shopping Centre, 2 Wo Kwai Lane, Kwai Hing, New Territories","葵興商場, 新界葵興禾葵里2號",96.07,26.69,1.426348574,NO,YES,NO,NO,YES,2012,7/18/2014,retro_after,2,1,32,yes,yes,,
"Lai Sun Commercial Centre, 593-595 Fuk Wa St, Sham Shui Po, Kowloon","麗新商業中心, 九龍深水埗福華街593-595號",354.89,98.58,1.993788814,NO,YES,NO,NO,NO,2018,6/23/2020,retro_after,5,1,13,yes,,,
"Laws Commercial Plaza, 788 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon","羅氏商業廣場, 九龍長沙灣長沙灣道788號",312.79,86.89,1.938969797,NO,NO,NO,NO,NO,NONE,NONE,NONE,36,0,85,yes,,,
"Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories","力生廣場, 新界荃灣青山道269號",1072.15,297.82,2.473953859,NO,YES,NO,NO,NO,2012,4/8/2013,retro_before,4,0,300,yes,yes,,yes
"Luk Yeung Galleria, 22-66 Wai Tsuen Road, Tsuen Wan, New Territories","綠楊坊, 新界荃灣蕙荃路22-66號",1112,308.89,2.489803849,NO,YES,YES,YES,YES,2015,2/25/2019,retro_after,4,0,63,yes,,,
"Mai Chung Mansion, 89 Wo Tong Tsui St, Kwai Chung, New Territories","美涌大廈, 新界葵涌禾塘咀街89號",51.77,14.38,1.157758886,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,62,yes,yes,,
"Mai Kwai Mansion, 87 Wo Tong Tsui St, Kwai Chung, New Territories","美涌大廈, 新界葵涌禾塘咀街87號",51.77,14.38,1.157758886,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,102,yes,yes,,
"Manhattan Centre, 8 Kwai Cheong Road, Kwai Chung, New Territories","萬泰中心, 新界葵涌葵昌路8號",106,29.44,1.468937806,NO,YES,NO,NO,YES,2012 (rev.1),5/27/2016,retro_after,19,0,197,yes,,,
"Martime Square, 33 Tsing King Road, Tsing Yi, New Territories","青衣城, 新界青衣青敬路33號",565.78,157.16,2.19634202,NO,YES,NO,NO,YES,2015,6/13/2019,retro_after,4,0,128,yes,,,yes
"Metroplaza, 224 Hing Fong Road, Kwai Chung, New Territories","新都會廣場, 新界葵涌興芳路224號",515.4,143.17,2.155852025,NO,YES,YES,NO,YES,2018,6/30/2021,retro_after,5,3,205,yes,,,
"Millennium Trade Centre, 54-56 Kwai Cheong Road, Kwai Chung, New Territories","貿易之都, 新界葵涌葵昌路54-56號",244.4,67.89,1.831805809,NO,YES,NO,NO,NO,2018,3/2/2020,retro_after,21,0,69,yes,,,
"Nan Fung Centre, 264-298 Castle Peak Rd - Tsuen Wan, Tsuen Wan, New Territories","南豐中心, 新界荃灣青山公路- 荃灣段264-298號",393.2,109.22,2.038302172,NO,YES,NO,NO,YES,2015,6/14/2019,retro_after,21,1,823,yes,yes,,
"Olympian City 1, 11 Hoi Fai Road, Tai Kok Tsui, Kowloon","奧海城一期, 九龍大角咀海輝道11號",181.83,50.51,1.703377369,NO,YES,NO,NO,YES,2018,9/25/2020,retro_after,3,0,32,yes,,,
"Park Tsuen Commercial Building, 189 Castle Peak Rd - Tsuen Wan, Tsuen Wan, New Territories","百萬行, 新界荃灣青山公路- 荃灣段189號",86.08,23.91,1.378579576,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,1,19,yes,yes,,
"Peacful Mansion, 283-297 Shun Ning Road, Cheung Sha Wan, Kowloon","順寧苑, 九龍長沙灣順寧道283-297號",36.16,10.04,1.001733713,NO,NO,NO,NO,NO,NONE,NONE,NONE,30,0,144,yes,yes,,
"Residence 228, 228 Fuk Wing Street","寓.捌, 褔榮街228號",24.4,6.78,0.831229694,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,88,yes,,,
"Saxon Tower, 7 CHEUNG SHUN STREET","西頓中心, 長順街7號",378.33,105.09,2.021561392,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,0,,,,
"Seapower Centre, 73-77 Lei Muk Road, Kwai Chung, New Territories","海暉中心, 新界葵涌梨木道73-77號",85.21,23.67,1.374198258,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,108,yes,,,
"Serene Garden Shopping Centre, 77 Tsing King Road, Tsing Yi, New Territories","海悅花園, 新界青衣青敬路77號",105.41,29.28,1.466571072,NO,NO,NO,NO,NO,NONE,NONE,NONE,1,0,43,yes,yes,,
"Shing Wah Building, 31 Shing Fong St, Kwai Fong, New Territories","勝華大廈, 新界葵芳盛芳街31號",61.44,17.07,1.232233521,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,105,yes,yes,,
"Sterling Centre, 11 Cheung Yue Street, Cheung Sha Wan, Kowloon","定豐中心, 九龍長沙灣長裕街11號",147.34,40.93,1.612041745,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,209,yes,,,
"Sun Kwai Hing Plaza, 166-174 Hing Fong Road, Kwai Chung, New Territories","新葵興廣場, 新界葵涌166-174號",879.6,244.33,2.387976795,NO,NO,NO,NO,NO,NONE,NONE,NONE,4,0,41,yes,,,
"Sunlight Building Sunlight Centre, 273 Shun Ning Rd, Cheung Sha Wan, Kowloon","日輝大廈日輝商場, 九龍長沙灣順寧道273號",199.24,55.34,1.743039155,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,112,yes,yes,,
"Tai Chuen Building Cosmopolitan Estates, 88-102 Ivy St, Tai Kok Tsui, Kowloon","大同新邨大全樓, 九龍大角咀埃華街88-102號",11.65,3.24,0.51054501,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,162,yes,yes,,
"Tai Hung Fai (Tsuen Wan) Centre, 55 Chung On Street, Tsuen Wan, New Territories","大鴻輝(荃灣)中心, 新界荃灣眾安街55號",878.85,244.13,2.387621151,NO,YES,NO,NO,NO,2018,2/22/2021,retro_after,17,2,19,yes,,,
"Tins Enterprises Centre, Cheung Sha Wan, Kowloon","田氏企業中心, 九龍長沙灣",371.1,103.08,2.01317441,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,180,,,,
"Trade Square, 681 CHEUNG SHA WAN ROAD","貿易廣場, 長沙灣道681號",270.53,75.15,1.875928985,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,1,14,yes,,,
"Trendy Centre, 682 Castle Peak Road, Cheung Sha Wan, Kowloon","潮流工貿中心, 九龍長沙灣青山道682號",92.13,25.59,1.408070286,NO,YES,NO,NO,NO,2012,6/1/2015,retro_after,34,0,363,yes,,,
"Tsing Yi Commercial Complex, 10 Fung Shue Wo Road, Tsing Yi, New Territories","青衣商場, 新界青衣楓樹窩路10號",71.29,19.8,1.29666519,NO,NO,NO,NO,NO,NONE,NONE,NONE,4,0,75,yes,yes,,
"Tsing Yi Garden Shopping Arcade, 7-19 Tsing Luk Street, Tsing Yi, New Territories","青怡花園商場, 新界青衣青綠街7-19號",509.85,141.63,2.151155255,NO,YES,NO,NO,NO,2015,6/24/2019,retro_after,2,0,84,yes,yes,,
"Tsuen Cheong Centre Cheong On Building, 114-128 CASTLE PEAK ROAD - TSUEN WAN","荃昌中心昌安大廈, 青山公路　－　荃灣段114-128號",385.49,107.08,2.029708363,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,2,300,yes,yes,,
"Tsuen Fung Centre, 144-172 Castle Peak Road, Tsuen Wan, New Territories","荃豐中心, 新界荃灣青山道144-172號",1438.99,399.72,2.601755879,NO,YES,NO,NO,YES,2012,7/23/2015,retro_after,30,1,216,yes,,yes,
"Tsuen Wan Kolour I (Formerly City Landmark I), 68 Chung On Street, Tsuen Wan, New Territories","荃灣千色匯 I (前稱荃灣城市中心一期), 新界荃灣眾安街68號",645.32,179.26,2.253483392,NO,YES,NO,NO,NO,2018,10/30/2019,retro_after,25,2,300,yes,,,
"Wai Lee Commercial Building, 128 CASTLE PEAK ROAD","威利商業大廈, 青山道128號",56.76,15.77,1.197831693,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,1,15,yes,yes,,
"Waldorf Centre, SAI LAU KOK RD","華都中心, 西樓角路",1050.2,291.72,2.464966205,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,1,168,,yes,,
"Wing Fat Building, 122-132A Hoi Pa St, Tsuen Wan, New Territories","榮發樓, 新界荃灣海壩街122-132A號",395.85,109.96,2.041234731,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,0,8,yes,yes,,
"Wing Kee Commercial Building, 156-162 Castle Peak Rd, Sham Shui Po, Kowloon","永基商業大廈, 九龍深水埗青山道156-162號",91.91,25.53,1.407050815,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,13,yes,yes,,
"Wonderland Villas Commercial Complex, 9 Wah King Hill Road, Kwai Chung, New Territories","華景山莊(商場), 新界葵涌華景山路9號",327.55,90.99,1.958993665,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,11,yes,,,
"Yan Fook Centre, 789 , Cheung Sha Wan, Kowloon","恩福中心, 九龍長沙灣長沙灣道789號",624.45,173.46,2.239199342,NO,NO,NO,NO,YES,2015,12/24/2018,retro_after,19,0,19,yes,,,
"113 Argyle Street (Hang Seng 113), 113 Argyle Street, Mong Kok, Kowloon","亞皆老街 113 號 (恒生113), 九龍旺角亞皆老街113號",265.32,73.7,1.867467488,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,325,,,,
"18 Farm Road, Ma Tau Wai, Kowloon",九龍馬頭圍農圃道18號,223.1,61.97,1.792181496,NO,NO,NO,NO,NO,NONE,NONE,NONE,50,0,320,,,,yes
"452 Prince Edward Road West, Kowloon City, Kowloon",九龍九龍城太子道西452號,50.49,14.03,1.147057671,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,0,14,,,,
"50 Shantung Street, Mong Kok, Kowloon","50 山東街, 九龍旺角山東街50號",139.97,38.88,1.589726256,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,12,yes,,,
"AIA Financial Centre, 712 PRINCE EDWARD ROAD EAST, San Po Kong, Kowloon","友邦九龍金融中心, 九龍新蒲崗太子道東712號",1358.8,377.44,2.576847924,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,0,yes,,,
"Argyle Centre Phase I, 688 Nathan Road, Mong Kok, Kowloon","旺角中心第一座, 九龍旺角彌敦道688號",553.19,153.66,2.186560829,NO,NO,NO,YES,NO,2015,5/24/2019,retro_after,21,1,519,yes,yes,,
"Bank Of East Asia Building, Mong Kok, 638-640 Nathan Road Kowloon","旺角東亞銀行大廈, 九龍彌敦道638-640號",363.4,100.94,2.0040633,NO,YES,NO,YES,YES,2018,5/10/2021,retro_before,9,0,9,yes,,,
"Bel Shine Centre, 23 Tak Ku Ling Road, Kowloon City, Kowloon","百營中心, 九龍九龍城打鼓嶺道23號",134.73,37.43,1.573219827,NO,NO,NO,NO,NO,NONE,NONE,NONE,7,0,7,yes,,,
"Belgian Bank Building, 721-725 Nathan Rd, Mong Kok, Kowloon","華比銀行大廈, 九龍旺角彌敦道721-725號",452.77,125.77,2.099577061,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,1,97,yes,,,
"Billion Centre, 1 Wang Kwong Road, Kowloon Bay, Kowloon","億京中心, 九龍九龍灣宏光道1號",223.26,62.02,1.792531762,NO,NO,NO,NO,NO,2012 (rev.1),2/3/2016,retro_after,35,0,300,yes,,,
"Billionnaire Royale, 83 Sa Po Road, Kowloon City, Kowloon","御豪門, 九龍九龍城沙浦道83號",83.25,23.13,1.364175633,NO,YES,NO,NO,YES,2018,10/12/2021,retro_after,54,0,389,,,,yes
"BOC Cheung Sha Wan Building, 194-200 Cheung Sha Wan Rd, Sham Shui Po, Kowloon","中銀長沙灣大樓, 九龍深水埗長沙灣道194-200號",27.61,7.67,0.884795364,NO,YES,NO,NO,NO,2015,10/12/2018,retro_after,13,0,61,,,,
"BOC Tsz Wan Shan Building, 46-48 Yuk Wah Street, Tsz Wan Shan, Kowloon","中銀慈雲山大樓, 九龍慈雲山毓華街46-48號",59.18,16.44,1.215901813,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,1,22,,,,
"Brighton Place, 23 SHIU WO STREET","海晴軒, 兆和街23號",289.98,80.55,1.906065545,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,54,,yes,,
"Bulkin Centre, 332-334 PORTLAND STREET","龐堅中心, 砵蘭街332-334號",88.04,24.46,1.388456453,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,34,yes,yes,,
"Canton plaza, 1125-1127 Canton Road, Mong Kok, Kowloon","廣建中心, 九龍旺角廣東道1125-1127號",146.45,40.68,1.609380944,NO,NO,NO,NO,NO,NONE,NONE,NONE,8,0,8,yes,,,
"Capricorn Centre, 155 SAI YEUNG CHOI STREET NORTH","嘉康中心, 西洋菜北街155號",123.5,34.31,1.535420718,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,28,,,,
"CCB Centre, 18 Wang Chiu Road, Kowloon Bay, Kowloon","中國建設銀行中心, 九龍九龍灣宏照道18號",230.87,64.13,1.80706124,NO,NO,NO,NO,NO,NONE,NONE,NONE,10,0,141,,,,
"CCT Telecom Building, 11 Wo Shing Street, Fo Tan, New Territories","中建電訊大廈, 新界火炭禾盛街11號",102.65,28.51,1.454997217,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,200,yes,yes,,
"Celebrity Commercial Centre, 64 CASTLE PEAK ROAD","名人商業中心, 青山道64號",139.9,38.86,1.589502796,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,43,yes,,,
"Celestial Place, 80 Sheung Shing Street, Ho Man Tin, Kowloon","壹號名薈, 九龍何文田常盛街80號 ‎",62.62,17.39,1.240299582,NO,NO,NO,NO,NO,NONE,NONE,NONE,1,0,26,,yes,,
"CENTRAL COMMERCIAL TOWER, 736 NATHAN ROAD","中滙商業大廈, 彌敦道736號",529.42,147.06,2.167494562,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,19,,,,
"Che Cheung Building, 16 Yuk Wah Crescent, Wong Tai Sin, Kowloon","慈祥大廈, 九龍黃大仙毓華里16號",26.51,7.36,0.866877814,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,280,yes,yes,,
"Cheong Ming Building, 80-86 Argyle Street, Mong Kok, Kowloon","昌明大廈, 九龍旺角亞皆老街80-86號",123.94,34.43,1.536937023,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,115,yes,yes,,
"Cheung Fung Mansion, 21-25 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon","長豐大廈, 九龍長沙灣長沙灣道21-25號",108.05,30.01,1.477265995,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,45,yes,,,
"Cheung Lee Commercial Building, 137-143 Cheung Sha Wan Rd, Sham Shui Po, Kowloon","長利商業大廈, 九龍深水埗長沙灣道137-143號",49.71,13.81,1.140193679,NO,NO,NO,YES,NO,2015,1/29/2018,retro_after,13,0,17,,yes,,
"Chevalier Commercial Centre, 8 WANG HOI ROAD","其士商業中心, 宏開道8號",287.28,79.8,1.902002891,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,120,yes,,,
"Chevalier Garden Commercial Complex, 2 Hang Shun St, Sha Tin, New Territories","富安花園商場, 新界沙田恒信街2號",82.14,22.82,1.35831564,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,80,yes,yes,,
"Chi Fai Court, 31-35 Tai Po Rd, Sham Shui Po, Kowloon","置輝閣, 九龍深水埗大埔道31-35號",91.04,25.29,1.402948829,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,65,,yes,,
"CHOW SHING KEE COMMERCIAL BUILDING, 25 TONG MI ROAD, Tai Kok Tsui, Kowloon","周勝記商業大廈, 九龍大角咀塘尾道25號",182.92,50.81,1.705949195,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,48,yes,,,
"Chun Hoi Commercial Building, 688-690 Shanghai St, Mong Kok, Kowloon","鎮海商業大廈, 九龍旺角上海街688-690號",136.77,37.99,1.579669294,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,33,,yes,,
"Chung Kiu Commercial Building, 47-51 Shantung St, Mong Kok, Kowloon","中僑商業大廈, 九龍旺角山東街47-51號",558.21,155.06,2.19049978,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,233,yes,yes,,yes
"Citimark, 28 Yuen Shun Circuit, Sha Tin, New Territories","都會廣場, 新界沙田源順圍28號",286,79.44,1.900039235,NO,YES,NO,NO,NO,2018,7/7/2020,retro_after,19,0,192,yes,,,yes
"Citylink Plaza, 1 Sha Tin Station Circuit, Sha Tin, New Territories","連城廣場, 新界沙田沙田車站圍1號",1094.8,304.11,2.483030701,NO,YES,YES,NO,YES,2018,4/30/2021,retro_after,11,0,46,yes,,,
"Deltec Court, 73C Waterloo Road, Mong Kok, Kowloon","愷悌閣, 九龍旺角窩打老道73C",119.56,33.21,1.521268876,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,44,yes,yes,,
"European Asian Bank Building, 749 Nathan Rd, Mong Kok, Kowloon","歐亞銀行大廈, 九龍旺角彌敦道749號",377,104.72,2.020029634,NO,NO,YES,YES,NO,2012,7/18/2016,retro_before,15,1,53,yes,yes,,
"Evernew Commercial Centre, 33 PINE STREET","百新商業大廈, 杉樹街33號",109.79,30.5,1.484299839,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,51,yes,yes,,
"Exchange Tower, 33 Wang Chiu Road, Kowloon Bay, Kowloon","國際交易中心, 九龍九龍灣宏照道33號",310.85,86.35,1.936262342,NO,NO,NO,NO,NO,2018,9/6/2021,retro_after,25,3,115,yes,,,
"Fa Yuen Commercial Building, 75-77 Fa Yuen Street KIL 3125 RPKowloon","花園商業大廈, 九龍花園街75-77號",102.79,28.55,1.455606113,NO,NO,NO,NO,NO,NONE,NONE,NONE,10,0,36,yes,yes,,
"Festival Walk, 80 Tat Chee Avenue, Kowloon Tong, Kowloon","又一城, 九龍九龍塘達之路80號",466.1,129.47,2.112169148,NO,YES,NO,YES,YES,2018,11/30/2020,retro_after,0,0,0,yes,,,
"Flourish Mansion, 9 Cheung Wong Road, Mong Kok, Kowloon","長旺雅苑, 九龍旺角長旺道9號",1028.6,285.72,2.455940641,NO,NO,NO,NO,NO,NONE,NONE,NONE,35,0,136,yes,,,
"Fook Tin Building, 38 Wai Chi St, Sham Shui Po, Kowloon","福田大廈, 九龍深水埗偉智街38號",815.76,226.6,2.355259906,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,0,205,,,,yes
"Franki Centre, 320 Junction Rd, Kowloon Tong, Kowloon","建新中心, 九龍九龍塘聯合道320號",315.13,87.54,1.942206542,NO,YES,NO,NO,YES,2015,5/10/2017,retro_after,7,0,27,yes,yes,,
"Fu On Commercial Building, 190-192 Cheung Sha Wan Rd, Sham Shui Po, Kowloon","富安商業大廈, 九龍深水埗長沙灣道190-192號",67.9,18.86,1.275541688,NO,NO,NO,YES,NO,2015,12/18/2017,retro_after,12,0,56,yes,yes,,
"Fu Tor Loy Sun Chuen Stage - 1, 34 Cherry Street, Tai Kok Tsui, Kowloon","富多來新邨第一期, 九龍大角咀櫻桃街34號",510.44,141.79,2.151645603,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,84,,yes,,
"Fu Wong Building Blk 3 Fu Tor Loy Sun Chuen Phase II, 40 Beech St, Tai Kok Tsui, Kowloon","富多來新邨 2期 3座 富皇樓, 九龍大角咀櫸樹街40號",791.4,219.83,2.34208696,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,112,yes,yes,,
"Fu Yau Building, 61-87 Po Kong Village Rd, Wong Tai Sin, Kowloon","富祐大廈, 九龍黃大仙蒲崗村道61-87號",41.57,11.55,1.062581984,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,231,yes,yes,,
"Fung Tak Shopping Centre, Fung Tak Estate","鳳德商場, 鳳德邨",283,78.61,1.895477796,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,0,108,yes,,yes,
"Galloway Mansion, 7-9 Cheung Sha Wan Rd, Sham Shui Po, Kowloon","嘉威大廈, 九龍深水埗長沙灣道7-9號",45.96,12.77,1.106190897,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,28,yes,yes,,
